# TStellate3_CT1 Optimisation
# 20130903+13:45:23
 
#param.w.x[lsr][ts] = 0.0016202	[1e-07,0.3]
#param.w.x[hsr][ts] = 0.00088558	[1e-07,0.3]
#param.w.x[ds][ts] = 0.00040527	[1e-07,0.3]
#param.w.x[tv][ts] = 0.00032426	[1e-07,0.3]
#param.w.x[glg][ts] = 0.00014179	[1e-07,0.3]
# final error=83.506300
# Threshold level 20 
# Threshold rate 0 
# TS exemplar RMP -60.9
# TS exemplar CF 9100
# CV RMS errors:	
# Penalties :	
# IV RMS errors:	
# IV Penalties :	
# Final Error  83.5063   83.5063
# Time	 IV @spl=20 (mV)	 IV @spl=30 (mV)	 IV @spl=40 (mV)
-9.80	-55.971218	-57.370331	-54.892211
-9.70	-55.732131	-57.683251	-54.961669
-9.60	-55.651777	-57.849378	-54.774965
-9.50	-56.026723	-58.220251	-54.773667
-9.40	-56.333908	-58.443622	-54.332765
-9.30	-56.769278	-58.544162	-54.402411
-9.20	-56.924621	-58.496123	-54.690475
-9.10	-56.709671	-58.413859	-55.069846
-9.00	-56.690584	-58.319948	-55.976122
-8.90	-56.569871	-58.186307	-56.558742
-8.80	-56.574346	-58.014623	-57.076718
-8.70	-56.580157	-57.842539	-57.236451
-8.60	-56.597541	-57.648739	-56.817126
-8.50	-56.638704	-57.273160	-56.398747
-8.40	-56.551191	-57.121777	-56.346737
-8.30	-56.319300	-56.975739	-56.662205
-8.20	-56.034245	-57.099246	-57.299028
-8.10	-56.136846	-57.216981	-57.514328
-8.00	-56.278358	-57.245626	-57.595554
-7.90	-56.542361	-57.064625	-57.487904
-7.80	-56.521405	-56.947893	-57.578350
-7.70	-56.230228	-56.949418	-57.805336
-7.60	-55.897724	-57.099975	-58.084745
-7.50	-55.670250	-57.309852	-58.354432
-7.40	-55.824283	-57.458975	-58.473508
-7.30	-56.228507	-57.525383	-58.387668
-7.20	-56.579833	-57.503972	-58.146283
-7.10	-56.833431	-57.443908	-57.786028
-7.00	-57.071180	-57.328296	-57.325063
-6.90	-57.273031	-57.167116	-56.984516
-6.80	-57.551625	-56.828808	-56.630565
-6.70	-57.685020	-56.620502	-56.667228
-6.60	-57.628163	-56.397560	-56.479196
-6.50	-57.292593	-56.227816	-56.797391
-6.40	-57.223746	-56.051518	-56.957896
-6.30	-57.112772	-55.887352	-57.277331
-6.20	-57.182755	-56.030918	-57.489390
-6.10	-57.017023	-56.169908	-57.555054
-6.00	-56.898704	-56.003584	-57.442800
-5.90	-56.569417	-55.926727	-57.112451
-5.80	-56.728514	-55.865854	-56.672820
-5.70	-56.526712	-55.970473	-56.088956
-5.60	-56.836622	-56.122912	-55.904666
-5.50	-56.895338	-56.204585	-56.026480
-5.40	-57.028879	-55.988348	-56.375982
-5.30	-56.870159	-55.983465	-56.824835
-5.20	-56.256861	-56.150328	-56.956081
-5.10	-55.945196	-56.532279	-56.696985
-5.00	-55.844821	-57.068359	-56.589643
-4.90	-56.352048	-57.389554	-56.373388
-4.80	-56.883391	-57.509101	-56.370631
-4.70	-56.896571	-57.481943	-56.145747
-4.60	-56.745000	-57.343212	-55.379375
-4.50	-56.738750	-56.996430	-54.826368
-4.40	-56.890866	-56.413291	-54.261482
-4.30	-57.116112	-56.210580	-54.146274
-4.20	-57.459596	-56.070173	-54.508844
-4.10	-57.650132	-56.370694	-55.014177
-4.00	-57.950208	-56.554291	-55.761693
-3.90	-58.141621	-56.288937	-56.178065
-3.80	-58.094025	-55.738860	-56.643625
-3.70	-58.006427	-55.640582	-56.813251
-3.60	-57.960298	-55.896845	-57.066998
-3.50	-58.073623	-56.663621	-56.960569
-3.40	-58.254670	-57.308688	-56.372743
-3.30	-58.305358	-57.655271	-56.118939
-3.20	-58.298152	-57.774324	-55.724866
-3.10	-58.236083	-57.761053	-56.020671
-3.00	-58.107752	-57.674226	-56.240050
-2.90	-57.965380	-57.510128	-56.636270
-2.80	-57.817854	-57.230575	-56.848941
-2.70	-57.693806	-56.691942	-56.609970
-2.60	-57.542625	-55.820298	-55.818117
-2.50	-57.303652	-55.446384	-55.811298
-2.40	-56.927121	-55.322836	-56.004522
-2.30	-56.412292	-55.745108	-57.018092
-2.20	-55.946834	-55.903665	-57.688403
-2.10	-55.630173	-56.154725	-57.901089
-2.00	-55.216035	-56.299246	-58.043527
-1.90	-55.466640	-56.806107	-58.098278
-1.80	-55.396062	-57.140568	-58.293539
-1.70	-55.817300	-57.195457	-58.395710
-1.60	-56.044840	-56.863414	-58.332778
-1.50	-56.212658	-56.341224	-58.156411
-1.40	-56.394708	-56.129561	-57.842692
-1.30	-56.555792	-55.831982	-57.238501
-1.20	-56.853940	-56.081410	-56.624071
-1.10	-57.066000	-56.460339	-56.077012
-1.00	-57.186293	-56.932397	-55.874729
-0.90	-57.179052	-57.436676	-55.849807
-0.80	-57.182588	-57.687642	-56.191091
-0.70	-57.264113	-57.535532	-56.452041
-0.60	-57.415290	-57.500002	-56.814555
-0.50	-57.410506	-57.475939	-56.903236
-0.40	-57.149347	-57.643545	-56.475066
-0.30	-56.572451	-57.754427	-55.961837
-0.20	-56.173029	-57.562899	-55.528235
-0.10	-55.979010	-57.136352	-55.405473
0.00	-56.108136	-56.550550	-55.721916
0.10	-56.390348	-56.055994	-56.295977
0.20	-56.290011	-55.914824	-56.797396
0.30	-55.765670	-56.313865	-57.242829
0.40	-55.370041	-56.830338	-57.613488
0.50	-55.220291	-57.448492	-57.816467
0.60	-55.310143	-57.732126	-58.104341
0.70	-55.713342	-57.528680	-58.174220
0.80	-55.697244	-57.518696	-58.036962
0.90	-55.705294	-57.416532	-57.595075
1.00	-55.730711	-57.492109	-57.430345
1.10	-55.733340	-57.388070	-57.216127
1.20	-56.153452	-56.885682	-57.237950
1.30	-56.241630	-56.758604	-57.010917
1.40	-56.257706	-56.611056	-56.495826
1.50	-56.178100	-56.838540	-55.808814
1.60	-56.300491	-56.815834	-55.719140
1.70	-56.580789	-56.748676	-56.035893
1.80	-56.997966	-56.893863	-56.785456
1.90	-57.265894	-57.164550	-57.462628
2.00	-57.407881	-57.605643	-57.699039
2.10	-57.388260	-57.848395	-57.407567
2.20	-57.241143	-57.901399	-57.060499
2.30	-57.052766	-57.753776	-56.245382
2.40	-56.753119	-57.465683	-55.958635
2.50	-56.202267	-56.830711	-55.897033
2.60	-55.205192	-56.104903	-56.222383
2.70	-54.520261	-55.519983	-56.903869
2.80	-54.026711	-55.358753	-57.245001
2.90	-54.051334	-55.759676	-57.688647
3.00	-54.691613	-56.434859	-57.627656
3.10	-55.386839	-56.899287	-57.813366
3.20	-56.199457	-56.773746	-57.764312
